time	species[0]	species[1] 	species[2]	species[3] 	 species[4]	species[5] 
1.00204 0.0028181 0.00140905 6.70977e-05 6.70977e-05 4.66846 0 
2.02761 0.0028852 0.00147615 0 0 4.66846 0 
3.27336 0.0028852 0.00147615 0 0 4.66779 0 
4.93786 0.0028852 0.00147615 0 0 4.66779 0 
6.11468 0.0028852 0.00147615 0 0 4.66483 0 
7.20656 0.0028852 0.00147615 0 0 4.66477 0 
8.29695 0.0028852 0.00147615 0 0 4.66389 0 
9.44016 0.0028852 0.00147615 0 0 4.66295 0 
10.6129 0.0028852 0.00147615 0 0 4.66262 0 
11.6136 0.0028181 0.00140905 6.70977e-05 6.70977e-05 4.66215 0 
12.7798 0.0028852 0.00147615 0 0 4.66101 0 
13.7989 0.0028181 0.00140905 6.70977e-05 6.70977e-05 4.65987 0 
14.9132 0.0028852 0.00147615 0 0 4.6592 0 
16.2062 0.0028852 0.00147615 0 0 4.65879 0 
17.3568 0.0028852 0.00147615 0 0 4.65792 0 
19.0197 0.0028852 0.00147615 0 0 4.65692 0 
20.0541 0.0028852 0.00147615 0 0 4.65564 0 
21.2354 0.0028852 0.00147615 0 0 4.65544 0 
22.3732 0.0028852 0.00147615 0 0 4.65423 0 
24.2705 0.0028852 0.00147615 0 0 4.65403 0 
25.674 0.0028852 0.00147615 0 0 4.65349 0 
26.9078 0.0028852 0.00147615 0 0 4.65235 0 
27.9279 0.0028181 0.00140905 6.70977e-05 6.70977e-05 4.64954 0 
28.9666 0.0028852 0.00147615 0 0 4.64739 0 
30.6681 0.0028852 0.00147615 0 0 4.64605 0 
31.9722 0.0028852 0.00147615 0 0 4.64571 0 
33.8594 0.0028852 0.00147615 0 0 4.64538 0 
35.2476 0.0028852 0.00147615 0 0 4.6445 0 
37.2931 0.0028852 0.00147615 0 0 4.64444 0 
38.3514 0.0028852 0.00147615 0 0 4.64309 0 
40.475 0.0028852 0.00147615 0 0 4.64296 0 
41.9265 0.0028852 0.00147615 0 0 4.64269 0 
42.9295 0.0028181 0.00140905 6.70977e-05 6.70977e-05 4.64148 0 
44.6977 0.0028852 0.00147615 0 0 4.64034 0 
45.7456 0.0028852 0.00147615 0 0 4.6394 0 
48.3997 0.0028852 0.00147615 0 0 4.63867 0 
51.2656 0.0028852 0.00147615 0 0 4.63806 0 
52.3875 0.0028852 0.00147615 0 0 4.63551 0 
53.7721 0.0028852 0.00147615 0 0 4.6341 0 
54.8963 0.0028852 0.00147615 0 0 4.63357 0 
56.0479 0.0028852 0.00147615 0 0 4.63175 0 
57.1072 0.0028852 0.00147615 0 0 4.62941 0 
58.3911 0.0028852 0.00147615 0 0 4.62827 0 
59.8198 0.0028852 0.00147615 0 0 4.62686 0 
61.4165 0.0028852 0.00147615 0 0 4.62652 0 
62.6474 0.0028852 0.00147615 0 0 4.62484 0 
63.6578 0.0028852 0.00147615 0 0 4.62364 0 
65.1114 0.0028852 0.00147615 0 0 4.62176 0 
66.1625 0.0028852 0.00147615 0 0 4.62055 0 
67.6507 0.0028852 0.00147615 0 0 4.618 0 
69.1771 0.0028852 0.00147615 0 0 4.61605 0 
70.9695 0.0028852 0.00147615 0 0 4.61431 0 
72.2657 0.0028852 0.00147615 0 0 4.61384 0 
74.1696 0.0028852 0.00147615 0 0 4.61149 0 
75.3603 0.0028852 0.00147615 0 0 4.61048 0 
76.6903 0.0028852 0.00147615 0 0 4.60954 0 
78.2592 0.0028852 0.00147615 0 0 4.60954 0 
80.2016 0.0028852 0.00147615 0 0 4.60854 0 
82.3013 0.0028852 0.00147615 0 0 4.60733 0 
83.3056 0.0028181 0.00140905 6.70977e-05 6.70977e-05 4.60646 0 
