time	conversion
1.00828	0.00046408
2.01721	0.000647989
3.01722	0.000924569
4.03137	0.00126207
5.03335	0.00155316
6.06452	0.00185417
7.08698	0.0020398
8.08711	0.00221997
9.09202	0.00238664
10.1047	0.00254727
11.1428	0.00265963
12.1474	0.0028102
13.1778	0.00298779
14.2077	0.00314267
15.2654	0.00328391
16.2834	0.00345747
17.2835	0.00361853
18.2991	0.00374167
19.3326	0.00387529
20.3557	0.0040069
21.4021	0.00409741
22.4146	0.00423506
23.428	0.00438606
24.4889	0.00453391
25.4984	0.00462557
26.4984	0.00477356
27.5016	0.00486322
28.5264	0.00494698
29.5457	0.00505934
30.5466	0.00515963
31.5834	0.00527213
32.5834	0.00536724
33.622	0.00546394
34.6267	0.00560187
35.6685	0.00567529
36.6988	0.00576911
37.7046	0.00585302
38.7258	0.00596092
39.7586	0.00609368
40.7934	0.00617399
41.8269	0.00628017
42.8269	0.00636853
43.8479	0.0064931
44.8804	0.00656839
45.9102	0.0066592
46.9133	0.00671552
47.917	0.00679813
48.9358	0.0069069
49.9368	0.0069694
50.9382	0.00706983
51.9714	0.00715388
52.9715	0.00724425
53.9966	0.00732443
55.0495	0.00742457
56.0741	0.00753678
57.0752	0.00762284
58.0921	0.00772414
59.1025	0.00780029
60.13	0.00787917
61.1509	0.00799411
62.1793	0.00809741
63.1833	0.00820489
64.1833	0.00828405
65.1884	0.00839138
66.205	0.00850187
67.2243	0.00858922
68.2341	0.00864124
69.3208	0.00869425
70.3232	0.00877514
71.3348	0.00883951
72.3975	0.00888793
73.3976	0.00896954
74.4231	0.0090533
75.4553	0.00915733
76.5842	0.00923103
77.6187	0.00927974
78.6217	0.00932486
79.6233	0.00941753
80.6723	0.0095056
81.6868	0.00958118
82.7288	0.00964555
83.7288	0.00972471
84.7346	0.00977744
85.7367	0.0098806
86.7375	0.00995776
87.7665	0.010045
88.7796	0.0101022
89.7891	0.0101632
90.7951	0.0102295
91.7993	0.0102869
92.8456	0.0103455
93.8518	0.0104218
94.8617	0.0104846
95.8854	0.0105499
96.9161	0.0106432
97.9223	0.0107105
98.9668	0.0107911
100.027	0.0108438
101.075	0.0109088
102.097	0.010982
103.119	0.0110664
104.149	0.0111938
105.156	0.0112655
106.156	0.0113368
107.164	0.0113865
108.185	0.0114568
109.222	0.0115234
110.233	0.0115943
111.266	0.011673
112.309	0.01172
113.309	0.011801
114.328	0.0118826
115.328	0.0119504
116.336	0.0120385
117.354	0.0120829
118.377	0.0121422
119.38	0.0122095
120.391	0.0122542
121.533	0.0123082
122.557	0.012358
123.569	0.0124144
124.577	0.0124723
125.597	0.0125649
126.603	0.0126444
127.628	0.0126944
128.639	0.0127761
129.664	0.0128405
130.706	0.012892
131.71	0.0129466
132.71	0.0130227
133.795	0.0130976
134.797	0.0131749
135.845	0.0132267
136.904	0.0133201
137.909	0.0133603
138.95	0.0134289
139.958	0.0134938
140.981	0.0135537
141.986	0.0136083
142.992	0.0136833
144.02	0.0137576
145.023	0.0138168
146.035	0.0138614
147.041	0.0139207
148.055	0.0139912
149.061	0.0140493
150.065	0.0141154
151.065	0.014174
152.09	0.0142297
153.132	0.0142799
154.151	0.0143807
155.21	0.0144352
156.216	0.0144927
157.288	0.0145585
158.335	0.0146009
159.335	0.0146855
160.352	0.014746
161.439	0.0148033
162.443	0.0148522
163.465	0.0149093
164.488	0.0149853
165.508	0.015051
166.509	0.0151032
167.522	0.0151713
168.53	0.0152266
169.597	0.015277
170.606	0.0153338
171.619	0.0153782
172.63	0.0154621
173.654	0.0155375
174.654	0.0156126
175.654	0.0156599
176.699	0.0157086
177.725	0.0157884
178.745	0.0158328
179.821	0.0158763
180.86	0.0159193
181.885	0.0159947
182.897	0.016042
183.916	0.016107
184.917	0.0161839
185.926	0.0162376
186.941	0.0162895
187.944	0.0163411
188.955	0.0163937
189.984	0.0164424
191.01	0.0164819
192.077	0.0165471
193.087	0.0166106
194.1	0.0166714
195.102	0.0167359
196.181	0.0167968
197.189	0.0168339
198.225	0.0169011
199.249	0.0169405
200.252	0.0170358
201.252	0.0172195
202.256	0.0174341
203.257	0.0176303
204.258	0.0178365
205.264	0.0180068
206.264	0.0181731
207.268	0.0183466
208.281	0.0185318
209.282	0.0186726
210.287	0.0188526
211.296	0.0189839
212.297	0.0191333
213.297	0.0192891
214.305	0.0194579
215.307	0.0196382
216.31	0.0198016
217.31	0.0199634
218.312	0.0200721
219.314	0.0202246
220.326	0.0203693
221.328	0.0205323
222.339	0.0206588
223.348	0.0207871
224.351	0.020927
225.354	0.021067
226.354	0.0211864
227.355	0.0213096
228.355	0.0214648
229.357	0.0215853
230.358	0.0217397
231.358	0.0218677
232.358	0.0220093
233.361	0.0221073
234.365	0.0222213
235.372	0.0223299
236.376	0.0224573
237.398	0.0225723
238.399	0.0226958
239.407	0.0228237
240.412	0.0229214
241.431	0.0230195
242.444	0.0231437
243.446	0.0232552
244.456	0.0233588
245.456	0.0234619
246.458	0.023599
247.458	0.0237213
248.459	0.023824
249.464	0.0239297
250.464	0.0240386
251.464	0.0241461
252.468	0.0242595
253.474	0.0243624
254.478	0.0244733
255.479	0.0246075
256.48	0.0246911
257.48	0.0247767
258.483	0.0248743
259.494	0.0249895
260.496	0.0250968
261.509	0.0251879
262.521	0.0252819
263.54	0.0254006
264.544	0.0255068
265.547	0.0256065
266.549	0.0257032
267.562	0.0258057
268.563	0.0259055
269.567	0.0259984
270.567	0.0260909
271.57	0.0262076
272.572	0.0262967
273.595	0.0263921
274.615	0.0264852
275.622	0.0265938
276.625	0.0266901
277.635	0.0268159
278.635	0.0269121
279.64	0.0270119
280.647	0.0271144
281.651	0.0272261
282.664	0.0272964
283.669	0.02737
284.67	0.0274647
285.678	0.0275415
286.688	0.0276447
287.7	0.0277375
288.7	0.027819
289.701	0.027901
290.701	0.0280027
291.713	0.0280852
292.72	0.0281638
293.724	0.0282779
294.729	0.028357
295.737	0.0284565
296.742	0.0285523
297.75	0.02863
298.755	0.0287277
299.755	0.0288112
300.758	0.0288875
301.758	0.028968
302.761	0.0290555
303.764	0.0291601
304.765	0.0292659
305.766	0.029345
306.774	0.0294355
307.785	0.0295378
308.796	0.0296277
309.797	0.0297165
310.799	0.0297927
311.799	0.0299003
312.802	0.0299845
313.812	0.0300684
314.817	0.0301662
315.822	0.0302493
316.822	0.0303385
317.824	0.0304376
318.833	0.0305205
319.834	0.0306001
320.841	0.0306779
321.847	0.0307606
322.856	0.0308635
323.856	0.0309628
324.856	0.0310717
325.857	0.0311556
326.86	0.0312447
327.865	0.0313346
328.869	0.0314162
329.874	0.0315177
330.878	0.0315912
331.887	0.0316783
332.887	0.0317537
333.897	0.0318283
334.915	0.0319126
335.919	0.032001
336.923	0.0320912
337.928	0.0321796
338.932	0.0322476
339.934	0.0323277
340.939	0.0323941
341.968	0.0324828
342.971	0.032576
343.98	0.0326721
344.98	0.0327682
345.988	0.0328418
346.995	0.0329174
348.007	0.0329743
349.01	0.0330499
350.016	0.0331119
351.019	0.0331987
352.019	0.0332698
353.025	0.0333458
354.028	0.0334292
355.035	0.0335185
356.037	0.0335963
357.054	0.0336816
358.07	0.0337749
359.073	0.0338565
360.084	0.03393
361.087	0.0340003
362.093	0.0340783
363.101	0.0341585
364.111	0.0342628
365.114	0.0343517
366.134	0.034433
367.143	0.0345101
368.147	0.0346053
369.152	0.0346894
370.174	0.0347626
371.175	0.0348361
372.183	0.034905
373.185	0.0349869
374.186	0.0350691
375.196	0.0351382
376.199	0.0352105
377.214	0.0353004
378.216	0.0353764
379.232	0.0354705
380.232	0.035555
381.242	0.0356276
382.243	0.0357007
383.256	0.0358016
384.258	0.0358784
385.258	0.0359611
386.259	0.0360434
387.265	0.0361207
388.268	0.0361816
389.269	0.036251
390.269	0.0363125
391.27	0.0364029
392.273	0.0364918
393.273	0.0365703
394.275	0.0366322
395.28	0.0367184
396.288	0.0367983
397.289	0.0368739
398.295	0.0369537
399.301	0.0370221
400.303	0.0371333
401.307	0.0373167
402.309	0.0374891
403.309	0.0376639
404.311	0.0378211
405.311	0.0379905
406.315	0.038153
407.315	0.0383463
408.315	0.0385201
409.315	0.0387247
410.317	0.0388796
411.318	0.0390532
412.319	0.0392078
413.319	0.0393705
414.319	0.0395348
415.323	0.0397197
416.334	0.0399017
417.337	0.0400769
418.338	0.040242
419.342	0.0403885
420.343	0.0405392
421.347	0.0407188
422.35	0.0408764
423.353	0.0410533
424.353	0.0411987
425.355	0.0413705
426.364	0.0415254
427.366	0.0416731
