time	species[0]	species[1] 	species[2]	species[3] 	 species[4]	species[5] 
1.00006 16946 8377 194 0 6.94492e+06 194 
2.00011 16901 8332 239 3 6.93631e+06 236 
3.00025 16867 8298 273 1 6.92897e+06 272 
4.00036 16848 8279 292 0 6.92213e+06 292 
5.0004 16827 8258 313 1 6.91597e+06 312 
6.00041 16814 8245 326 2 6.91003e+06 324 
7.00045 16797 8228 343 1 6.90422e+06 342 
8.00072 16786 8217 354 0 6.89845e+06 354 
9.00078 16770 8201 370 0 6.89329e+06 370 
10.001 16758 8189 382 0 6.88820e+06 382 
11.0021 16738 8169 402 0 6.88348e+06 402 
12.0023 16720 8151 420 0 6.8788e+06 420 
13.0027 16708 8139 432 0 6.87439e+06 432 
14.0028 16698 8129 442 0 6.87002e+06 442 
15.003 16684 8115 456 0 6.86596e+06 456 
16.003 16678 8109 462 0 6.86178e+06 462 
17.0036 16674 8105 466 0 6.85782e+06 466 
18.0038 16664 8095 476 0 6.85375e+06 476 
19.0039 16650 8081 490 0 6.8499e+06 490 
20.0039 16640 8071 500 2 6.84619e+06 498 
21.0039 16631 8062 509 1 6.84242e+06 508 
22.0044 16614 8045 526 0 6.83894e+06 526 
23.0046 16610 8041 530 0 6.83548e+06 530 
24.0047 16600 8031 540 0 6.83209e+06 540 
25.0048 16590 8021 550 0 6.82879e+06 550 
26.0051 16586 8017 554 0 6.8257e+06 554 
27.0054 16568 7999 572 0 6.82236e+06 572 
28.0058 16564 7995 576 0 6.81916e+06 576 
29.0058 16557 7988 583 1 6.81608e+06 582 
30.0058 16544 7975 596 0 6.81283e+06 596 
31.0058 16543 7974 597 1 6.80987e+06 596 
32.0058 16538 7969 602 2 6.80695e+06 600 
33.0059 16529 7960 611 1 6.80384e+06 610 
34.0059 16519 7950 621 1 6.80087e+06 620 
35.0059 16514 7945 626 0 6.79802e+06 626 
36.006 16512 7943 628 2 6.79533e+06 626 
37.006 16507 7938 633 1 6.79226e+06 632 
38.006 16504 7935 636 0 6.78938e+06 636 
39.0061 16500 7931 640 0 6.78662e+06 640 
40.0068 16494 7925 646 0 6.78366e+06 646 
41.0068 16485 7916 655 1 6.78094e+06 654 
42.0069 16485 7916 655 1 6.77818e+06 654 
43.007 16469 7900 671 1 6.77541e+06 670 
44.0072 16462 7893 678 0 6.77285e+06 678 
45.0073 16460 7891 680 0 6.77026e+06 680 
46.0074 16455 7886 685 1 6.76758e+06 684 
47.008 16448 7879 692 0 6.76497e+06 692 
48.0081 16448 7879 692 0 6.7625e+06 692 
49.0082 16446 7877 694 0 6.75994e+06 694 
50.0083 16432 7863 708 0 6.7575e+06 708 
51.0084 16432 7863 708 0 6.75504e+06 708 
52.0085 16430 7861 710 0 6.75257e+06 710 
53.0091 16430 7861 710 0 6.75021e+06 710 
54.0094 16428 7859 712 0 6.74774e+06 712 
55.0095 16423 7854 717 1 6.74522e+06 716 
56.0095 16416 7847 724 0 6.74279e+06 724 
57.0098 16414 7845 726 0 6.74028e+06 726 
58.0101 16402 7833 738 0 6.73790e+06 738 
59.0103 16392 7823 748 0 6.7355e+06 748 
60.0103 16388 7819 752 0 6.73314e+06 752 
61.0103 16383 7814 757 1 6.73088e+06 756 
62.0105 16382 7813 758 0 6.72871e+06 758 
63.0106 16380 7811 760 0 6.72652e+06 760 
64.0106 16377 7808 763 1 6.7242e+06 762 
