time	species[0]	species[1] 	species[2]	species[3] 	 species[4]	species[5] 
1 0.0113778 0.00562816 0.000122789 2.01293e-06 4.65921 0.000120776 
2.00002 0.0113429 0.00559326 0.00015768 6.70977e-07 4.65308 0.000157009 
3.00002 0.0113147 0.00556508 0.000185861 2.01293e-06 4.64804 0.000183848 
4.00037 0.0112993 0.00554965 0.000201293 0 4.64367 0.000201293 
5.00057 0.0112704 0.0055208 0.000230145 6.70977e-07 4.63975 0.000229474 
6.00057 0.011257 0.00550738 0.000243565 6.70977e-07 4.63596 0.000242894 
7.00065 0.0112462 0.00549664 0.0002543 6.70977e-07 4.63243 0.000253629 
8.00065 0.0112355 0.00548591 0.000265036 6.70977e-07 4.62923 0.000264365 
9.00111 0.0112268 0.00547719 0.000273759 0 4.62607 0.000273759 
10.0013 0.0112174 0.00546779 0.000283152 0 4.62291 0.000283152 
11.0013 0.0112107 0.00546108 0.000289862 1.34195e-06 4.61995 0.00028852 
12.0014 0.0112033 0.0054537 0.000297243 6.70977e-07 4.61709 0.000296572 
13.0014 0.0111932 0.00544364 0.000307307 1.34195e-06 4.61414 0.000305966 
14.0014 0.0111892 0.00543961 0.000311333 1.34195e-06 4.61157 0.000309991 
15.0015 0.0111825 0.0054329 0.000318043 0 4.60897 0.000318043 
16.0015 0.0111758 0.00542619 0.000324753 1.34195e-06 4.60641 0.000323411 
17.0016 0.0111698 0.00542015 0.000330792 6.70977e-07 4.60385 0.000330121 
18.0016 0.0111624 0.00541277 0.000338172 0 4.60132 0.000338172 
19.0017 0.0111577 0.00540807 0.000342869 6.70977e-07 4.59888 0.000342198 
20.0018 0.0111557 0.00540606 0.000344882 0 4.59644 0.000344882 
21.0019 0.0111463 0.00539667 0.000354276 1.34195e-06 4.59422 0.000352934 
22.0019 0.0111402 0.00539063 0.000360315 6.70977e-07 4.59189 0.000359644 
23.0021 0.0111382 0.00538862 0.000362328 0 4.58959 0.000362328 
24.0022 0.0111315 0.00538191 0.000369037 0 4.58738 0.000369037 
25.0025 0.0111282 0.00537855 0.000372392 6.70977e-07 4.5851 0.000371721 
