time	conversion
1.00002	0.00349885
2.00003	0.0055908
3.00007	0.00732931
4.00008	0.00891997
5.00009	0.0103052
6.0001	0.01158
7.00011	0.012827
8.00011	0.0140007
9.00012	0.0151239
10.0002	0.0162092
11.0002	0.0172261
12.0002	0.0182152
13.0005	0.0191576
14.0005	0.0200828
15.0005	0.0209895
16.0005	0.0218818
17.0005	0.0227649
18.0006	0.0235705
19.0006	0.0243829
20.0007	0.0251703
21.0007	0.0259391
22.0007	0.0266835
23.0007	0.0274223
24.0008	0.0281536
25.0009	0.0288559
26.0009	0.0295705
27.0009	0.0302516
28.0009	0.030924
29.001	0.0316103
30.0011	0.0322572
31.0012	0.0328868
32.0013	0.0335302
33.0014	0.0341772
34.0014	0.0348207
35.0014	0.0354503
36.0016	0.0360697
37.0016	0.0366841
38.0016	0.037305
39.0016	0.0379066
40.0017	0.0385042
41.0017	0.0390948
42.0017	0.0396815
43.0018	0.0402586
44.0018	0.040823
45.0019	0.0413786
46.002	0.0419292
47.002	0.0424894
48.0021	0.0430461
49.0022	0.0436287
50.0022	0.044168
51.0023	0.0447026
52.0024	0.0452477
53.0024	0.0457908
54.0026	0.0463145
55.0026	0.0468595
56.0026	0.0473739
57.0029	0.0479079
58.0029	0.0484256
59.0029	0.0489504
60.003	0.049448
61.003	0.049954
62.003	0.0504675
63.0031	0.0509782
64.0031	0.0514751
65.0031	0.051954
66.0031	0.0524545
67.0032	0.0529451
68.0032	0.0534388
69.0032	0.0539297
70.0032	0.0544195
71.0032	0.0548971
72.0032	0.0553908
73.0032	0.0558777
74.0032	0.0563648
75.0033	0.0568279
76.0034	0.0572787
77.0034	0.0577404
78.0035	0.058208
79.0036	0.0586647
80.0036	0.0591274
81.0037	0.0595876
82.0039	0.0600398
83.0039	0.0604973
84.004	0.0609499
85.0041	0.0614056
86.0042	0.061828
87.0043	0.0622892
88.0044	0.0627297
89.0045	0.0631672
90.0046	0.0636161
91.0046	0.0640698
92.0046	0.0645063
93.0046	0.0649239
94.0047	0.0653392
95.0047	0.0657609
96.0047	0.0661881
97.0047	0.0666098
98.0048	0.0670115
99.0048	0.0674338
100.005	0.067848
101.005	0.0682611
102.005	0.0686858
103.005	0.0690898
104.005	0.0695091
105.005	0.0699075
106.005	0.0703237
107.005	0.0707243
108.005	0.0711193
109.005	0.0715057
110.005	0.0719167
111.005	0.0723158
112.005	0.0727121
113.005	0.0731049
114.005	0.0735136
115.006	0.073908
116.006	0.0742945
117.006	0.0746843
118.006	0.0750829
119.006	0.0754734
120.006	0.0758803
121.006	0.0762592
122.006	0.076658
123.006	0.0770274
124.006	0.0774112
125.006	0.077798
126.006	0.0781904
127.006	0.0785716
128.006	0.0789675
129.006	0.0793514
130.006	0.0797244
131.006	0.0801055
132.006	0.0804777
133.006	0.0808532
134.006	0.0812267
135.006	0.0816124
136.006	0.0819797
137.006	0.0823589
138.006	0.082717
139.006	0.0830938
140.007	0.0834553
141.007	0.0838352
142.007	0.0841997
143.007	0.0845599
144.007	0.0849302
145.007	0.0852839
146.007	0.0856441
147.007	0.0860019
148.007	0.086373
149.007	0.086722
150.007	0.0870705
151.007	0.0874372
