time	species[0]	species[1] 	species[2]	species[3] 	 species[4]	species[5] 
1.0057 341 170 3 1 69351 2 
2.01054 342 171 2 0 69136 2 
3.01552 340 169 4 0 69029 4 
4.01635 338 167 6 2 68883 4 
5.01769 337 166 7 1 68719 6 
6.01885 335 164 9 1 68634 8 
7.02715 336 165 8 0 68585 8 
8.02869 333 162 11 3 68510 8 
9.03252 336 165 8 0 68394 8 
10.0377 336 165 8 0 68299 8 
11.0383 334 163 10 2 68235 8 
12.0386 335 164 9 1 68134 8 
13.0406 334 163 10 0 68048 10 
14.0479 334 163 10 0 67983 10 
15.0517 334 163 10 0 67899 10 
16.0526 333 162 11 1 67825 10 
17.0575 333 162 11 1 67737 10 
18.0623 333 162 11 1 67669 10 
19.0626 334 163 10 0 67594 10 
20.0817 334 163 10 0 67525 10 
21.0845 333 162 11 1 67470 10 
22.0948 333 162 11 1 67414 10 
23.0949 333 162 11 1 67357 10 
24.095 332 161 12 2 67299 10 
25.108 334 163 10 0 67226 10 
26.1165 332 161 12 0 67178 12 
27.1165 329 158 15 3 67118 12 
28.1238 332 161 12 0 67069 12 
29.1247 331 160 13 1 67012 12 
30.128 332 161 12 0 66952 12 
31.1378 331 160 13 1 66894 12 
32.1454 332 161 12 0 66848 12 
33.1458 332 161 12 0 66800 12 
34.146 331 160 13 1 66752 12 
35.1478 330 159 14 2 66701 12 
36.1525 331 160 13 1 66651 12 
37.1526 331 160 13 1 66606 12 
38.1654 332 161 12 0 66558 12 
39.1731 332 161 12 0 66515 12 
40.1735 328 157 16 2 66471 14 
41.1767 330 159 14 0 66421 14 
42.1814 329 158 15 1 66379 14 
43.1828 328 157 16 2 66329 14 
44.1888 329 158 15 1 66290 14 
45.1905 329 158 15 1 66223 14 
46.1906 327 156 17 3 66184 14 
47.1921 329 158 15 1 66149 14 
48.1941 330 159 14 0 66117 14 
49.1984 330 159 14 0 66077 14 
50.2021 330 159 14 0 66027 14 
51.2025 328 157 16 2 65981 14 
52.2038 329 158 15 1 65936 14 
53.2083 329 158 15 1 65899 14 
54.2148 329 158 15 1 65850 14 
55.2179 330 159 14 0 65803 14 
56.2192 329 158 15 1 65764 14 
57.2214 327 156 17 3 65719 14 
58.2238 330 159 14 0 65670 14 
59.2277 329 158 15 1 65620 14 
60.2307 328 157 16 2 65562 14 
61.2307 329 158 15 1 65511 14 
62.2333 329 158 15 1 65471 14 
63.234 328 157 16 0 65440 16 
64.234 325 154 19 3 65396 16 
65.2359 328 157 16 0 65372 16 
66.2359 326 155 18 2 65343 16 
67.2359 328 157 16 0 65316 16 
68.2553 328 157 16 0 65274 16 
69.2605 327 156 17 1 65239 16 
70.2666 326 155 18 2 65208 16 
71.2673 326 155 18 2 65176 16 
72.2692 324 153 20 4 65132 16 
73.272 328 157 16 0 65094 16 
74.2742 328 157 16 0 65060 16 
75.2742 326 155 18 2 65012 16 
76.2873 328 157 16 0 64967 16 
77.2876 327 156 17 1 64938 16 
78.2883 327 156 17 1 64906 16 
79.2899 327 156 17 1 64866 16 
80.2984 328 157 16 0 64830 16 
81.2987 327 156 17 1 64807 16 
82.3041 328 157 16 0 64775 16 
83.3117 327 156 17 1 64737 16 
84.313 327 156 17 1 64696 16 
85.3159 327 156 17 1 64647 16 
86.3194 328 157 16 0 64605 16 
87.3195 326 155 18 2 64555 16 
88.3204 326 155 18 2 64515 16 
89.3207 324 153 20 4 64479 16 
90.321 327 156 17 1 64442 16 
91.3253 326 155 18 2 64405 16 
92.3259 328 157 16 0 64368 16 
93.3285 326 155 18 2 64326 16 
94.3294 326 155 18 2 64288 16 
95.3325 327 156 17 1 64247 16 
96.337 327 156 17 1 64206 16 
97.3415 327 156 17 1 64175 16 
98.3434 328 157 16 0 64136 16 
99.3446 325 154 19 3 64093 16 
100.347 326 155 18 2 64059 16 
101.351 327 156 17 1 64022 16 
102.357 328 157 16 0 63973 16 
103.358 325 154 19 3 63928 16 
104.36 327 156 17 1 63886 16 
105.36 326 155 18 2 63857 16 
106.364 328 157 16 0 63828 16 
107.368 324 153 20 4 63794 16 
108.371 325 154 19 3 63758 16 
109.385 328 157 16 0 63734 16 
110.387 326 155 18 2 63706 16 
111.388 325 154 19 3 63667 16 
112.39 326 155 18 2 63647 16 
113.394 325 154 19 3 63620 16 
114.398 325 154 19 3 63591 16 
115.402 326 155 18 2 63547 16 
116.407 327 156 17 1 63514 16 
117.409 325 154 19 3 63480 16 
118.41 326 155 18 2 63440 16 
119.41 326 155 18 2 63421 16 
120.412 325 154 19 3 63395 16 
121.42 326 155 18 2 63355 16 
122.423 327 156 17 1 63316 16 
123.424 326 155 18 2 63293 16 
124.428 324 153 20 4 63261 16 
125.441 328 157 16 0 63225 16 
126.445 326 155 18 2 63189 16 
127.445 325 154 19 3 63157 16 
128.445 327 156 17 1 63126 16 
129.448 326 155 18 2 63098 16 
130.459 325 154 19 3 63075 16 
131.46 325 154 19 3 63049 16 
132.461 322 151 22 6 63015 16 
133.462 325 154 19 3 62987 16 
134.464 325 154 19 3 62955 16 
135.464 328 157 16 0 62920 16 
136.471 324 153 20 4 62883 16 
137.474 322 151 22 4 62860 18 
138.475 324 153 20 2 62831 18 
139.479 324 153 20 2 62800 18 
140.481 323 152 21 3 62765 18 
141.482 323 152 21 3 62743 18 
142.487 324 153 20 2 62714 18 
143.49 324 153 20 2 62684 18 
144.493 324 153 20 2 62650 18 
145.493 321 150 23 5 62624 18 
146.493 321 150 23 5 62607 18 
147.494 322 151 22 4 62572 18 
148.504 325 154 19 1 62539 18 
149.506 324 153 20 2 62513 18 
150.509 322 151 22 4 62482 18 
151.518 322 151 22 4 62448 18 
152.518 321 150 23 5 62420 18 
153.518 322 151 22 2 62397 20 
154.519 319 148 25 5 62367 20 
155.52 320 149 24 4 62337 20 
156.526 322 151 22 2 62318 20 
157.535 321 150 23 3 62297 20 
158.537 321 150 23 3 62273 20 
159.539 319 148 25 5 62254 20 
160.54 322 151 22 2 62243 20 
161.54 320 149 24 2 62222 22 
162.544 319 148 25 3 62196 22 
163.547 318 147 26 4 62175 22 
164.553 317 146 27 5 62148 22 
165.553 318 147 26 4 62129 22 
166.562 320 149 24 2 62100 22 
167.564 317 146 27 5 62081 22 
168.564 318 147 26 4 62062 22 
169.578 319 148 25 3 62048 22 
170.581 319 148 25 3 62026 22 
171.587 320 149 24 2 61995 22 
172.591 320 149 24 2 61958 22 
173.592 319 148 25 3 61933 22 
174.595 318 147 26 4 61912 22 
175.595 319 148 25 3 61886 22 
176.601 318 147 26 4 61865 22 
177.604 318 147 26 4 61837 22 
178.624 320 149 24 2 61816 22 
179.627 320 149 24 2 61798 22 
180.635 319 148 25 3 61781 22 
181.638 315 144 29 7 61759 22 
182.64 319 148 25 3 61723 22 
183.64 319 148 25 3 61691 22 
184.647 321 150 23 1 61657 22 
185.65 321 150 23 1 61636 22 
186.65 316 145 28 6 61608 22 
187.652 321 150 23 1 61586 22 
188.653 319 148 25 3 61558 22 
189.656 319 148 25 3 61534 22 
190.657 317 146 27 5 61516 22 
191.669 319 148 25 3 61499 22 
192.67 314 143 30 8 61479 22 
193.67 321 150 23 1 61457 22 
194.675 318 147 26 4 61425 22 
195.678 321 150 23 1 61401 22 
196.68 318 147 26 4 61385 22 
197.682 319 148 25 3 61361 22 
198.688 321 150 23 1 61337 22 
199.693 318 147 26 4 61324 22 
200.718 320 149 24 2 61301 22 
201.727 320 149 24 2 61273 22 
202.736 322 151 22 0 61246 22 
203.738 319 148 25 3 61229 22 
204.739 321 150 23 1 61209 22 
205.741 320 149 24 2 61194 22 
206.743 315 144 29 7 61165 22 
207.749 321 150 23 1 61142 22 
208.751 319 148 25 3 61130 22 
209.757 320 149 24 2 61105 22 
210.768 318 147 26 4 61079 22 
211.768 320 149 24 2 61057 22 
212.771 321 150 23 1 61038 22 
213.772 321 150 23 1 61017 22 
214.775 320 149 24 2 60995 22 
215.775 320 149 24 2 60977 22 
216.781 319 148 25 3 60962 22 
217.788 317 146 27 5 60940 22 
218.796 320 149 24 2 60923 22 
219.798 320 149 24 2 60904 22 
220.802 318 147 26 4 60882 22 
221.802 318 147 26 4 60861 22 
222.803 317 146 27 5 60829 22 
223.808 318 147 26 4 60801 22 
224.811 319 148 25 3 60779 22 
225.811 317 146 27 5 60760 22 
226.819 322 151 22 0 60736 22 
227.826 318 147 26 4 60722 22 
228.827 319 148 25 3 60701 22 
229.831 319 148 25 3 60684 22 
230.833 318 147 26 4 60661 22 
231.836 319 148 25 3 60632 22 
232.838 318 147 26 4 60611 22 
233.847 319 148 25 3 60589 22 
234.888 322 151 22 0 60567 22 
235.898 317 146 27 5 60549 22 
236.9 321 150 23 1 60526 22 
237.9 317 146 27 5 60508 22 
238.904 320 149 24 2 60499 22 
239.91 319 148 25 3 60485 22 
240.915 316 145 28 6 60465 22 
241.916 316 145 28 6 60443 22 
242.918 318 147 26 4 60420 22 
243.919 318 147 26 4 60386 22 
244.921 318 147 26 4 60367 22 
245.922 314 143 30 8 60345 22 
246.926 317 146 27 5 60327 22 
247.927 321 150 23 1 60306 22 
248.931 320 149 24 2 60290 22 
249.936 316 145 28 6 60260 22 
250.939 318 147 26 4 60238 22 
251.948 319 148 25 3 60216 22 
252.949 315 144 29 7 60192 22 
253.951 321 150 23 1 60163 22 
254.952 319 148 25 3 60142 22 
255.956 319 148 25 3 60128 22 
256.961 314 143 30 8 60105 22 
257.967 319 148 25 3 60083 22 
258.968 318 147 26 4 60066 22 
259.985 319 148 25 3 60052 22 
260.986 319 148 25 3 60031 22 
261.986 320 149 24 2 60009 22 
262.988 320 149 24 2 59995 22 
263.991 318 147 26 4 59969 22 
264.994 315 144 29 7 59948 22 
266 319 148 25 3 59938 22 
267.001 315 144 29 7 59915 22 
268.01 316 145 28 6 59892 22 
269.01 317 146 27 5 59876 22 
270.012 316 145 28 6 59856 22 
271.024 320 149 24 2 59836 22 
272.032 320 149 24 2 59821 22 
273.036 319 148 25 3 59799 22 
274.038 315 144 29 7 59787 22 
275.042 316 145 28 6 59772 22 
276.047 317 146 27 5 59747 22 
277.053 318 147 26 4 59729 22 
278.056 318 147 26 4 59699 22 
279.064 318 147 26 4 59688 22 
280.072 317 146 27 5 59666 22 
281.073 318 147 26 4 59637 22 
282.075 312 141 32 10 59621 22 
283.077 315 144 29 7 59600 22 
284.078 319 148 25 3 59573 22 
285.08 314 143 30 8 59560 22 
286.095 317 146 27 5 59540 22 
