time	conversion
1.01148	0.00201149
2.02762	0.00451149
3.0687	0.00541667
4.10074	0.00656609
5.12003	0.00734195
6.17486	0.00837644
7.18479	0.00916667
8.20481	0.00966954
9.30484	0.0101437
10.367	0.0107471
11.4185	0.0113937
12.5288	0.011796
13.5376	0.0124713
14.5653	0.0130029
15.6187	0.0133046
16.6741	0.0137069
17.6796	0.0141954
18.7277	0.0145977
19.7296	0.015
20.7528	0.0154023
21.8192	0.0157902
22.8293	0.0160776
23.8376	0.0165517
24.8522	0.0168103
25.9066	0.017069
26.9124	0.0172557
27.9238	0.0178448
28.9374	0.0182184
29.9874	0.0184052
30.9964	0.0187787
32.0694	0.0190805
33.0696	0.0198707
34.1054	0.0201868
35.1328	0.020546
36.1441	0.0210057
37.1575	0.0211925
38.1596	0.0215948
39.222	0.0219397
40.2227	0.0226006
41.2439	0.0230891
42.2506	0.0235632
43.2516	0.0238506
44.3007	0.0242672
45.3094	0.0245977
46.3232	0.0249282
47.3612	0.0252155
48.362	0.0256897
49.3751	0.0259339
50.3795	0.0265086
51.3804	0.0270402
52.3865	0.0275575
53.4092	0.0278017
54.4485	0.0279885
55.4601	0.0284626
56.4679	0.0287069
57.4919	0.0291954
58.5195	0.0294828
59.5492	0.0296695
60.5808	0.0301724
61.6129	0.0306466
62.616	0.03125
63.664	0.0315805
64.6742	0.031796
65.6998	0.0321552
66.7074	0.0326437
67.7098	0.0328305
68.7334	0.0330891
69.748	0.0336207
70.7486	0.0341523
71.749	0.0345402
72.7686	0.0349282
73.8415	0.035158
74.8415	0.0354023
75.8431	0.0358764
76.8995	0.0361207
77.9252	0.0365517
78.9341	0.0368391
79.9598	0.037342
81.0215	0.0375431
82.0586	0.0378305
83.109	0.0382328
84.1113	0.0385201
85.1181	0.0387787
86.1256	0.0389943
87.2455	0.0392098
88.266	0.0396983
89.3109	0.0399569
90.3545	0.0403161
91.3569	0.0407471
92.3667	0.040977
93.3714	0.0412787
94.4048	0.0415948
95.4151	0.0420402
96.42	0.0423851
97.4272	0.0428592
98.4954	0.0430603
99.5587	0.0436063
100.561	0.043908
101.569	0.0443966
102.601	0.0446121
103.631	0.0450575
104.632	0.045431
105.633	0.0456322
106.639	0.0461207
107.65	0.0463649
108.677	0.0467385
109.685	0.0472701
110.704	0.0475287
111.709	0.0479741
112.734	0.0485632
113.771	0.0487931
114.78	0.0491092
115.782	0.0493391
116.787	0.0498132
117.79	0.0501437
118.794	0.0504598
119.831	0.0510201
120.872	0.0512787
121.949	0.051681
122.954	0.0520115
123.968	0.052342
124.968	0.0527443
125.994	0.0529598
127.052	0.0533046
128.081	0.0536638
129.092	0.0540374
130.105	0.0544253
131.111	0.0548707
132.116	0.0552443
133.118	0.0555316
134.149	0.0561063
135.162	0.0562931
136.204	0.0567816
137.225	0.0569684
138.226	0.057227
139.261	0.0575287
140.262	0.0579454
141.265	0.0582328
142.28	0.0586207
143.283	0.0589943
144.375	0.059181
145.377	0.0593534
146.388	0.0595977
147.392	0.0598563
148.458	0.0602443
149.491	0.0604885
150.497	0.0607471
151.512	0.0613075
152.52	0.0616236
153.543	0.0620977
154.555	0.0622557
155.573	0.0625575
156.579	0.0628879
157.582	0.0632471
158.584	0.0634483
159.588	0.0637069
160.59	0.0638793
161.668	0.0642385
162.734	0.0645977
163.742	0.0651149
164.746	0.0653161
165.749	0.0656609
166.752	0.065977
167.757	0.0663937
168.774	0.066681
169.779	0.0669109
170.788	0.0671121
171.822	0.0674282
172.847	0.0676293
173.885	0.0679023
174.896	0.068046
175.918	0.0682471
176.918	0.068592
177.923	0.0688937
178.945	0.069023
179.968	0.0694397
180.989	0.0696983
181.992	0.0699425
183.006	0.0703592
184.039	0.0707328
185.041	0.070977
186.045	0.0712069
187.057	0.0714368
188.065	0.0715948
189.09	0.071954
190.096	0.072227
191.098	0.0726724
192.118	0.0729167
193.119	0.0731034
194.169	0.0734052
195.214	0.0737213
196.23	0.0739224
197.233	0.0742098
198.236	0.0745977
199.245	0.0749282
200.253	0.0753448
201.256	0.0755603
202.266	0.075819
203.269	0.0760057
204.276	0.0762213
205.281	0.0764799
206.298	0.0767816
207.306	0.0770833
208.319	0.0774282
209.323	0.0778305
210.325	0.0782328
211.326	0.0785776
212.334	0.0787356
213.337	0.0789224
214.34	0.0793391
215.342	0.0795977
216.372	0.0798132
217.382	0.0799425
218.392	0.0803592
219.398	0.0805603
220.41	0.0807615
221.415	0.0810201
222.425	0.0813506
223.426	0.0815948
224.44	0.0817385
225.445	0.0819684
226.446	0.0821408
227.446	0.0824138
228.449	0.0827299
229.453	0.082931
230.461	0.0831322
231.477	0.0833046
232.478	0.0835201
233.48	0.0837069
234.506	0.0839224
235.526	0.0841667
236.54	0.0843966
237.577	0.0846839
238.582	0.0848707
239.585	0.0851149
240.598	0.0853879
241.619	0.0856034
242.626	0.0857759
243.673	0.0861925
244.682	0.0862931
245.684	0.0863937
246.688	0.0865517
247.696	0.0866954
248.71	0.086954
249.713	0.0871983
250.719	0.0874713
251.762	0.0877011
252.763	0.0879454
253.772	0.088046
254.773	0.0882471
255.78	0.0883477
256.798	0.0887644
257.806	0.0889655
258.812	0.089181
259.816	0.0893103
260.829	0.0894253
261.839	0.0896552
262.843	0.0897845
263.846	0.09
264.852	0.0901868
265.908	0.0902874
266.909	0.0903879
267.926	0.0906897
268.928	0.0909052
269.936	0.09125
270.949	0.091523
271.953	0.0916954
272.971	0.0919397
273.971	0.0920833
274.995	0.092227
276.021	0.0924713
277.022	0.0926724
278.059	0.092931
279.094	0.0931034
280.137	0.0932184
281.139	0.0934195
282.196	0.0935489
283.199	0.0936782
284.216	0.0939799
285.22	0.0941523
286.224	0.094296
287.227	0.0944397
288.237	0.0946408
289.243	0.0948132
290.247	0.0950862
291.249	0.0952299
292.273	0.0953736
293.292	0.0956178
294.327	0.0958764
295.327	0.0960776
296.329	0.0962787
297.329	0.0964655
298.33	0.0967241
299.348	0.0969397
300.349	0.0971695
301.366	0.0972989
302.371	0.0974138
303.376	0.0977011
304.383	0.097931
305.413	0.0983046
306.434	0.0985057
307.443	0.0986207
308.455	0.0987356
309.496	0.0989943
310.518	0.0991236
311.545	0.0993678
312.549	0.0994828
313.565	0.0996695
314.581	0.0998132
315.584	0.100029
316.585	0.100359
317.589	0.10046
318.608	0.10056
319.628	0.100733
320.647	0.10092
321.662	0.101063
322.68	0.101307
323.732	0.101451
324.74	0.101724
325.757	0.101868
326.759	0.102011
327.762	0.102126
328.784	0.102313
329.797	0.102514
330.811	0.10273
331.83	0.102931
332.831	0.103046
333.846	0.103233
334.85	0.10352
335.87	0.103721
336.871	0.103865
337.872	0.104023
338.882	0.104382
339.887	0.10444
340.888	0.10477
341.891	0.104914
342.919	0.105072
343.933	0.105144
344.934	0.105316
345.947	0.105503
346.956	0.105704
347.964	0.10579
348.986	0.105876
349.988	0.106063
350.994	0.106221
352.018	0.106322
353.019	0.106509
354.042	0.106695
355.047	0.106853
356.061	0.107155
357.07	0.107371
358.088	0.107572
359.093	0.107701
360.112	0.107802
361.123	0.108233
362.172	0.10829
363.174	0.108405
364.179	0.108635
365.184	0.108807
366.203	0.108908
367.205	0.109037
368.209	0.109138
369.223	0.109353
370.243	0.109612
371.264	0.109756
372.273	0.109928
373.278	0.110072
374.281	0.110302
375.285	0.11046
376.285	0.11069
377.349	0.11079
378.349	0.11092
379.355	0.111135
380.356	0.111207
381.387	0.111293
382.396	0.111394
383.415	0.111494
384.423	0.111638
385.438	0.111753
386.438	0.111882
387.446	0.111983
388.471	0.112141
389.486	0.112256
390.495	0.112443
391.502	0.112672
392.503	0.11283
393.509	0.11296
394.516	0.113118
395.527	0.113376
396.566	0.11352
397.585	0.113649
398.591	0.113793
399.598	0.113865
400.609	0.114066
401.611	0.114195
402.619	0.11444
403.64	0.114641
404.65	0.114784
405.669	0.114957
406.672	0.11523
407.682	0.115316
408.689	0.115445
409.698	0.115632
410.703	0.11579
411.722	0.115948
412.724	0.116135
413.735	0.116279
414.738	0.116451
415.752	0.11658
416.76	0.116739
417.761	0.116897
418.767	0.117055
419.813	0.117241
420.845	0.117399
421.85	0.117586
422.851	0.11773
423.879	0.117931
424.881	0.118103
425.89	0.118247
426.911	0.118405
427.916	0.118563
428.932	0.118736
429.935	0.118807
430.947	0.118951
431.947	0.119095
432.954	0.119267
433.988	0.119353
434.994	0.119655
436.003	0.119799
437.009	0.119914
438.01	0.120014
439.038	0.120115
440.039	0.120244
441.041	0.12046
442.043	0.120575
443.074	0.120733
444.076	0.120819
445.076	0.120934
446.082	0.121078
447.086	0.121322
448.119	0.121466
449.125	0.121566
450.141	0.12181
451.155	0.121954
452.155	0.122184
453.168	0.122486
454.192	0.122629
455.197	0.122744
456.202	0.122874
457.209	0.123132
458.211	0.123333
459.231	0.123434
460.242	0.123678
461.253	0.123894
462.271	0.124124
463.278	0.124267
464.311	0.124353
465.314	0.124511
466.316	0.124655
467.329	0.124813
468.335	0.124971
469.343	0.125115
470.35	0.125216
471.377	0.125445
472.381	0.12556
473.392	0.125733
474.432	0.125891
475.454	0.126034
476.458	0.126149
477.468	0.12625
478.475	0.126394
479.481	0.126537
480.492	0.12671
481.508	0.126853
482.52	0.12704
483.527	0.127241
484.545	0.127428
485.546	0.127529
486.55	0.127687
487.571	0.127874
488.589	0.12806
489.626	0.128175
490.632	0.12829
491.68	0.128391
492.697	0.128477
493.701	0.128606
494.711	0.128851
495.747	0.128994
496.752	0.129152
497.755	0.129296
498.78	0.129353
499.781	0.129483
500.784	0.12977
501.784	0.130316
502.785	0.130805
503.786	0.131624
504.787	0.132069
505.787	0.132902
506.794	0.133578
507.796	0.134282
508.797	0.134741
509.8	0.135244
510.8	0.135718
511.803	0.136322
512.805	0.137055
513.805	0.137543
514.806	0.138175
